1878 1.000 112672.338
3619 2.000 108548.345
5302 3.001 106020.528
6746 4.009 100951.427
7678 5.002 92099.013
8969 6.000 89688.625
10401 7.000 89147.290
12207 8.000 91548.964
13893 9.000 92616.419
15556 10.000 93335.216
17419 11.000 95009.022
19192 12.000 95958.769
20810 13.000 96044.691
22292 14.000 95534.782
23793 15.000 95170.744
24992 16.004 93694.468
26586 17.000 93832.290
28072 18.002 93564.091
29843 19.000 94238.707
31636 20.001 94905.542
33503 21.002 95715.929
35087 22.001 95686.142
36809 23.002 96016.123
38476 24.000 96188.573
40282 25.001 96674.619
42158 26.000 97287.273
44053 27.000 97894.551
45944 28.000 98451.137
47489 29.001 98251.020
49212 30.000 98423.042
51093 31.000 98888.325
52955 32.000 99289.632
54048 33.000 98268.132
55259 34.002 97510.680
56234 35.000 96400.369
57818 36.000 96363.039
59645 37.000 96721.088
60842 38.001 96062.850
62407 39.000 96010.607
63947 40.003 95914.256
65697 41.000 96141.508
67435 42.000 96334.815
68565 43.001 95670.945
69547 44.000 94835.833
70868 45.000 94490.146
72759 46.000 94902.623
74571 47.000 95196.345
76117 48.000 95146.242
77845 49.000 95320.280
79096 50.000 94915.016
80503 51.000 94709.256
81972 52.000 94582.793
83792 53.000 94858.395
85643 54.000 95158.653
87521 55.000 95477.304
89393 56.000 95777.505
91315 57.000 96121.010
93235 58.000 96449.774
95074 59.000 96684.988
96962 60.000 96961.554
