827 1.001 49559.587
1742 2.001 52238.008
2529 3.000 50579.477
3524 4.000 52856.723
4652 5.000 55822.415
5783 6.000 57829.537
6771 7.000 58034.258
7910 8.001 59320.469
9034 9.000 60226.038
10186 10.000 61113.415
11331 11.000 61804.544
12398 12.000 61988.120
13480 13.000 62214.198
14666 14.000 62852.800
15806 15.001 63220.611
16926 16.000 63470.790
18104 17.000 63896.422
19224 18.000 64079.085
20327 19.000 64190.442
21492 20.000 64474.491
22632 21.000 64662.281
23772 22.001 64830.806
24922 23.000 65013.449
26043 24.000 65106.814
27221 25.001 65328.620
28393 26.000 65521.479
29542 27.000 65648.067
30712 28.003 65805.429
31729 29.001 65644.951
32809 30.000 65617.891
33976 31.001 65758.704
35131 32.000 65870.571
36253 33.000 65914.506
37411 34.000 66019.021
38570 35.000 66119.651
39741 36.000 66234.930
40901 37.000 66325.073
42103 38.000 66477.674
43244 39.000 66528.716
44429 40.000 66642.800
45452 41.000 66514.604
46238 42.000 66053.575
47197 43.000 65855.899
48240 44.001 65780.353
49024 45.000 65364.703
49970 46.000 65177.594
50892 47.000 64967.947
51945 48.001 64930.300
53132 49.000 65059.464
54295 50.000 65153.716
55425 51.001 65205.150
56586 52.001 65290.607
57758 53.000 65386.365
58930 54.000 65477.449
60087 55.003 65545.319
61062 56.000 65423.274
62151 57.001 65421.240
63298 58.001 65480.003
64382 59.002 65471.358
65539 60.000 65538.818
