1396 1.000 83736.303
3303 2.000 99068.948
5248 3.000 104945.622
7145 4.000 107165.543
9093 5.001 109098.261
11032 6.000 110316.782
12972 7.000 111181.710
14911 8.000 111830.333
16858 9.000 112380.710
18811 10.000 112864.036
20751 11.000 113185.842
22700 12.000 113496.794
24665 13.000 113835.467
26626 14.000 114108.910
28596 15.000 114383.969
30555 16.000 114578.543
32521 17.000 114776.854
34472 18.000 114904.286
36440 19.000 115072.025
38443 20.000 115326.532
40426 21.000 115502.555
42425 22.000 115703.867
44393 23.000 115807.177
46332 24.000 115829.431
48307 25.000 115935.033
50255 26.000 115972.716
52203 27.000 116005.352
53945 28.000 115595.037
55863 29.000 115577.226
57831 30.000 115661.271
59799 31.001 115738.103
61736 32.000 115753.593
63681 33.000 115782.843
65599 34.000 115761.589
67526 35.000 115757.703
69317 36.000 115527.929
71240 37.000 115524.190
73016 38.001 115286.698
74744 39.000 114990.038
76670 40.000 115003.887
78609 41.000 115036.714
80547 42.000 115066.425
82485 43.001 115093.912
84400 44.000 115090.114
86185 45.000 114912.823
88111 46.000 114926.354
90074 47.000 114987.447
92016 48.000 115019.576
93947 49.000 115036.765
95675 50.000 114809.679
97622 51.000 114848.860
99545 52.000 114858.831
101470 53.000 114871.650
103408 54.000 114897.167
105366 55.000 114944.121
107283 56.000 114945.673
109202 57.000 114949.034
111150 58.000 114982.574
113115 59.000 115031.792
115063 60.000 115062.465
