1886 1.000 113118.712
3777 2.001 113281.453
5725 3.000 114490.535
7671 4.000 115054.530
9608 5.001 115281.244
11549 6.000 115483.417
13535 7.000 116006.099
15513 8.000 116347.253
17500 9.000 116665.565
19268 10.007 115524.684
20562 11.000 112153.978
21853 12.000 109261.995
23673 13.000 109256.579
25611 14.000 109759.210
27373 15.000 109490.321
29143 16.000 109284.344
30954 17.000 109246.546
32918 18.000 109723.698
34835 19.000 110003.445
36718 20.000 110151.791
38402 21.000 109719.535
40106 22.000 109378.190
41737 23.000 108878.605
42848 24.000 107117.996
44594 25.000 107025.073
46157 26.000 106514.908
47452 27.000 105448.666
49103 28.000 105219.497
50715 29.000 104926.190
51850 30.000 103699.336
52863 31.000 102314.111
53864 32.001 100991.693
55464 33.000 100842.686
57286 34.000 101091.508
59199 35.000 101482.834
61066 36.000 101775.471
62977 37.000 102124.023
64903 38.000 102478.294
66693 39.000 102604.529
68209 40.000 102312.257
70162 41.000 102674.865
72077 42.001 102965.598
74024 43.000 103289.300
75929 44.000 103538.832
77877 45.000 103835.248
79779 46.000 104059.307
81714 47.000 104315.367
83613 48.000 104515.268
85488 49.000 104678.985
87389 50.000 104865.787
89167 51.000 104902.102
90657 52.000 104603.919
92576 53.000 104803.011
94482 54.000 104979.370
96362 55.000 105121.620
98010 56.000 105010.426
99658 57.000 104903.114
101552 58.000 105053.016
103418 59.000 105170.102
105225 60.000 105224.576
