926 1.000 55558.111
1938 2.001 58116.347
2956 3.001 59106.090
3899 4.001 58476.302
4930 5.001 59142.695
5936 6.000 59358.615
6939 7.001 59472.198
7954 8.001 59648.424
8964 9.001 59755.512
9974 10.000 59842.935
10994 11.000 59965.703
11988 12.000 59938.077
12974 13.001 59876.628
13996 14.000 59982.193
15012 15.000 60046.623
16022 16.000 60081.738
17043 17.000 60150.459
18076 18.002 60247.419
19086 19.001 60268.854
20092 20.002 60269.132
20996 21.000 59988.526
22021 22.000 60056.383
22963 23.000 59902.666
23971 24.000 59926.584
24964 25.001 59911.970
25986 26.001 59965.972
26998 27.001 59994.418
28028 28.002 60054.953
29033 29.000 60067.491
30052 30.006 60091.275
31059 31.001 60112.885
32077 32.002 60140.661
33069 33.001 60123.314
34058 34.002 60098.804
34977 35.001 59959.494
35982 36.004 59963.867
36900 37.001 59836.487
37875 38.011 59785.102
38780 39.000 59661.355
39747 40.001 59618.483
40683 41.001 59535.354
41739 42.000 59626.992
42820 43.000 59748.812
43882 44.001 59838.318
44844 45.001 59790.703
45866 46.000 59824.852
46844 47.000 59800.681
47905 48.000 59880.803
49101 49.000 60123.300
50292 50.001 60349.706
51505 51.000 60594.112
52482 52.001 60554.805
53446 53.000 60504.472
54299 54.001 60331.027
55203 55.000 60221.303
56129 56.001 60137.052
57046 57.001 60047.720
58243 58.000 60251.080
59428 59.001 60434.719
60640 60.001 60639.472
