1776 1.000 106519.629
3236 2.000 97077.961
4736 3.000 94716.685
6563 4.000 98444.459
8441 5.001 101275.917
10330 6.000 103291.823
12244 7.000 104943.339
14136 8.001 106008.008
15993 9.000 106618.839
17858 10.000 107145.825
19749 11.000 107719.086
21650 12.000 108246.771
23556 13.000 108716.295
25417 14.000 108928.452
27311 15.000 109241.924
29179 16.000 109419.643
31064 17.000 109636.035
32961 18.000 109867.540
34850 19.000 110051.624
36742 20.000 110223.790
38634 21.000 110382.731
40520 22.000 110508.935
42408 23.000 110627.237
44263 24.000 110656.864
46160 25.000 110783.845
48035 26.000 110849.689
49944 27.000 110986.638
51852 28.000 111110.591
53738 29.000 111180.716
55620 30.000 111238.261
57446 31.000 111185.326
59334 32.000 111250.923
61197 33.000 111266.136
62892 34.000 110984.867
64743 35.000 110987.074
66599 36.000 110997.325
68507 37.000 111091.328
70404 38.000 111163.859
72232 39.000 111126.088
73826 40.000 110738.856
75012 41.000 109772.845
76308 42.001 109008.083
77805 43.001 108562.114
79176 44.001 107964.571
80666 45.000 107553.914
82359 46.000 107423.872
83784 47.000 106957.365
85669 48.000 107085.529
87544 49.000 107195.724
89468 50.000 107360.679
91371 51.000 107494.624
93268 52.000 107616.629
95152 53.000 107718.707
97022 54.000 107802.090
98935 55.000 107928.355
100826 56.000 108027.548
102737 57.000 108143.469
104627 58.000 108234.021
106527 59.000 108331.997
108430 60.000 108429.161
