1533 1.000 91935.228
3082 2.000 92440.125
4625 3.000 92492.662
6148 4.000 92211.447
7671 5.001 92030.980
9197 6.000 91964.651
9918 7.000 85005.721
11324 8.000 84928.333
12775 9.000 85163.752
14249 10.000 85491.418
15675 11.000 85499.355
17126 12.000 85628.216
18609 13.000 85885.248
20059 14.000 85964.232
21488 15.000 85949.817
22953 16.000 86071.770
24420 17.000 86185.959
25707 18.000 85688.101
26786 19.000 84586.011
27816 20.000 83447.328
29158 21.000 83308.270
30508 22.000 83202.086
32041 23.001 83583.084
33569 24.000 83922.311
35115 25.001 84273.050
36667 26.000 84615.373
38212 27.001 84913.049
39752 28.000 85182.477
41274 29.000 85393.208
42825 30.000 85648.607
44385 31.000 85905.551
45934 32.000 86125.712
47423 33.000 86222.518
48952 34.000 86385.687
50475 35.001 86527.110
52022 36.000 86702.943
53565 37.000 86862.078
55114 38.001 87020.509
56665 39.000 87176.769
58182 40.000 87272.500
59709 41.000 87378.244
61235 42.000 87478.446
62761 43.000 87572.629
64260 44.000 87626.717
65506 45.001 87339.262
66361 46.003 86552.917
67417 47.001 86063.298
68553 48.000 85690.556
69820 49.000 85493.181
70940 50.000 85127.317
72319 51.000 85080.926
73349 52.000 84633.312
74677 53.000 84539.410
75917 54.001 84350.763
77083 55.000 84090.079
78432 56.002 84032.005
79812 57.000 84011.968
81177 58.000 83975.765
82478 59.000 83875.782
83789 60.001 83787.666
