84 1.011 4984.803
164 2.011 4893.684
246 3.011 4902.029
323 4.011 4831.747
410 5.022 4897.978
486 6.022 4842.301
563 7.011 4818.222
642 8.011 4808.483
731 9.011 4867.487
809 10.022 4843.123
887 11.011 4833.522
969 12.011 4840.737
1053 13.022 4851.923
1134 14.011 4856.357
1209 15.010 4832.623
1294 16.010 4849.338
1376 17.010 4853.501
1456 18.021 4847.546
1533 19.010 4838.421
1621 20.010 4860.496
1692 21.010 4831.889
1759 22.010 4795.014
1841 23.010 4800.450
1929 24.021 4818.200
2000 25.021 4795.897
2076 26.010 4788.884
2158 27.010 4793.744
2241 28.010 4800.412
2321 29.010 4800.389
2399 30.010 4796.382
2482 31.010 4802.311
2558 32.010 4794.759
2637 33.010 4793.092
2715 34.010 4789.770
2803 35.010 4803.778
2879 36.010 4797.011
2956 37.010 4792.233
3037 38.010 4794.030
3123 39.010 4803.406
3202 40.021 4800.494
3272 41.010 4787.155
3353 42.010 4788.894
3437 43.010 4794.736
3518 44.010 4796.221
3587 45.010 4781.646
3671 46.010 4787.265
3753 47.010 4790.091
3834 48.010 4791.551
3910 49.009 4786.829
4000 50.009 4799.103
4078 51.009 4796.762
4154 52.009 4792.213
4236 53.009 4794.627
4324 54.020 4802.634
4399 55.020 4797.130
4477 56.009 4795.994
4558 57.009 4797.119
4641 58.009 4800.274
4722 59.009 4801.289
4797 60.021 4795.356
