82 1.002 4912.204
170 2.002 5095.972
249 3.002 4977.448
331 4.001 4963.167
417 5.013 4991.391
495 6.001 4948.817
573 7.001 4910.455
660 8.001 4949.172
739 9.001 4925.877
800 10.001 4799.330
882 11.001 4810.355
968 12.001 4839.503
1045 13.001 4822.628
1124 14.001 4816.744
1204 15.001 4815.613
1284 16.001 4814.647
1365 17.001 4817.345
1442 18.001 4806.383
1532 19.001 4837.644
1603 20.001 4808.766
1678 21.001 4794.078
1761 22.001 4802.530
1849 23.001 4823.299
1927 24.001 4817.329
2009 25.001 4821.441
2090 26.001 4822.932
2172 27.001 4826.533
2254 28.001 4829.883
2332 29.001 4824.711
2420 30.001 4839.896
2500 31.001 4838.612
2578 32.001 4833.655
2660 33.001 4836.288
2750 34.012 4851.264
2826 35.001 4844.496
2906 36.000 4843.275
2995 37.000 4856.692
3074 38.000 4853.632
3146 39.000 4839.945
3228 40.000 4841.948
3313 41.011 4846.939
3392 42.000 4845.675
3471 43.000 4843.217
3557 44.000 4850.422
3637 45.000 4849.321
3719 46.000 4850.862
3788 47.000 4835.730
3875 48.000 4843.749
3958 49.033 4843.236
4022 50.000 4826.391
4105 51.011 4828.362
4195 52.011 4839.358
4260 53.011 4821.641
4340 54.011 4821.238
4421 55.011 4821.951
4501 56.033 4819.638
4578 57.022 4817.091
4659 58.022 4817.820
4737 59.011 4816.407
4819 60.011 4818.130
