81 1.005 4836.235
150 2.005 4488.926
235 3.005 4692.334
314 4.005 4704.340
392 5.005 4699.456
463 6.005 4626.297
553 7.005 4736.774
634 8.005 4752.245
710 9.005 4730.858
783 10.005 4695.808
869 11.005 4738.061
948 12.004 4738.234
1025 13.004 4729.157
1106 14.004 4738.510
1190 15.004 4758.602
1263 16.004 4734.967
1344 17.004 4742.329
1427 18.004 4755.539
1508 19.004 4761.044
1590 20.126 4740.037
1655 21.004 4727.602
1737 22.004 4736.353
1818 23.004 4741.735
1881 24.004 4701.675
1958 25.026 4694.243
2042 26.004 4711.576
2121 27.004 4712.638
2199 28.004 4711.458
2277 29.004 4710.379
2367 30.004 4733.368
2441 31.015 4722.217
2519 32.004 4722.544
2609 33.004 4743.075
2683 34.004 4734.167
2761 35.004 4732.624
2839 36.004 4731.167
2924 37.004 4741.138
3003 38.004 4741.112
3084 39.004 4744.164
3164 40.004 4745.564
3241 41.004 4742.505
3323 42.004 4746.735
3390 43.003 4729.852
3477 44.004 4740.983
3556 45.033 4737.858
3621 46.003 4722.686
3699 47.003 4721.783
3781 48.003 4725.915
3864 49.003 4731.102
3945 50.003 4733.684
4025 51.003 4734.986
4108 52.003 4739.701
4189 53.003 4741.974
4270 54.003 4744.162
4352 55.003 4747.362
4425 56.014 4739.865
4513 57.003 4750.267
4594 58.003 4752.162
4671 59.014 4749.036
4749 60.003 4748.762
