80 1.011 4749.630
159 2.022 4718.766
247 3.011 4922.587
320 4.011 4787.321
394 5.111 4625.678
462 6.011 4611.799
552 7.011 4724.254
632 8.010 4733.844
711 9.011 4734.415
791 10.010 4741.100
877 11.010 4779.128
954 12.010 4765.935
1036 13.021 4773.659
1119 14.010 4792.154
1202 15.010 4804.716
1283 16.010 4808.169
1359 17.010 4793.602
1448 18.010 4823.968
1525 19.010 4813.232
1603 20.010 4806.603
1683 21.010 4806.265
1773 22.021 4830.807
1848 23.021 4816.447
1929 24.010 4820.494
2011 25.010 4824.498
2094 26.010 4830.487
2175 27.010 4831.587
2254 28.010 4828.323
2341 29.010 4841.824
2419 30.010 4836.439
2497 31.021 4829.669
2577 32.010 4830.427
2667 33.010 4847.678
2746 34.010 4844.512
2816 35.010 4826.115
2896 36.010 4825.370
2984 37.010 4837.673
3063 38.010 4835.100
3144 39.021 4834.375
3226 40.009 4837.870
3307 41.010 4838.390
3389 42.009 4840.345
3466 43.009 4835.232
3555 44.009 4846.698
3636 45.009 4847.009
3701 46.009 4826.422
3789 47.009 4836.077
3871 48.009 4837.835
3951 49.020 4835.969
4029 50.009 4833.929
4116 51.009 4841.493
4197 52.020 4840.815
4276 53.009 4839.944
4359 54.009 4842.537
4445 55.009 4848.310
4515 56.009 4836.741
4597 57.031 4836.318
4681 58.009 4841.686
4764 59.009 4844.031
4845 60.009 4844.301
