80 1.005 4775.302
166 2.005 4967.316
242 3.027 4796.147
321 4.016 4795.481
405 5.005 4854.913
485 6.005 4845.869
568 7.016 4857.413
644 8.005 4826.964
734 9.005 4890.601
808 10.005 4845.633
882 11.005 4808.792
964 12.005 4818.082
1045 13.005 4821.288
1124 14.005 4815.523
1201 15.005 4802.490
1288 16.005 4828.588
1368 17.005 4826.917
1436 18.005 4785.451
1519 19.005 4795.696
1604 20.005 4810.887
1677 21.005 4790.379
1759 22.005 4796.278
1837 23.005 4791.227
1916 24.005 4789.084
1998 25.004 4794.349
2070 26.004 4776.111
2158 27.004 4794.793
2241 28.004 4801.375
2321 29.016 4799.497
2400 30.004 4799.294
2488 31.004 4814.817
2565 32.004 4808.738
2644 33.004 4806.657
2726 34.004 4809.994
2811 35.004 4818.284
2889 36.004 4814.437
2966 37.004 4809.193
3053 38.004 4820.018
3131 39.004 4816.432
3211 40.004 4816.025
3289 41.004 4812.717
3373 42.004 4818.135
3455 43.004 4820.510
3527 44.004 4809.128
3599 45.004 4798.271
3680 46.004 4799.615
3754 47.004 4791.968
3832 48.004 4789.639
3909 49.004 4786.181
3989 50.004 4786.459
4065 51.004 4782.020
4152 52.004 4790.442
4233 53.004 4791.753
4311 54.003 4789.697
4391 55.004 4789.874
4479 56.003 4798.629
4557 57.003 4796.556
4638 58.003 4797.644
4720 59.003 4799.726
4804 60.003 4803.728
