75 1.003 4485.244
146 2.003 4372.702
228 3.003 4555.203
314 4.014 4693.159
390 5.003 4677.085
470 6.014 4688.818
555 7.003 4755.074
637 8.003 4775.657
714 9.003 4758.357
789 10.003 4732.584
877 11.003 4782.284
959 12.003 4793.774
1037 13.003 4785.072
1120 14.003 4798.993
1209 15.003 4835.090
1284 16.003 4814.171
1366 17.003 4820.412
1448 18.003 4825.900
1527 19.003 4821.408
1608 20.003 4823.352
1676 21.003 4787.980
1759 22.003 4796.701
1838 23.003 4794.255
1920 24.003 4799.499
1994 25.014 4783.005
2083 26.003 4806.455
2160 27.002 4799.561
2237 28.002 4793.152
2316 29.003 4791.296
2397 30.002 4793.603
2475 31.002 4789.972
2552 32.002 4784.666
2632 33.002 4785.140
2715 34.002 4790.873
2784 35.002 4772.277
2865 36.002 4774.725
2951 37.002 4785.123
3012 38.004 4755.326
3095 39.002 4761.271
3170 40.002 4754.752
3259 41.002 4769.032
3341 42.002 4772.629
3415 43.015 4763.441
3494 44.002 4764.351
3582 45.002 4775.808
3661 46.002 4775.023
3742 47.002 4776.843
3824 48.002 4779.833
3907 49.013 4782.826
3987 50.002 4784.243
4067 51.002 4784.557
4154 52.002 4792.932
4221 53.002 4778.351
4301 54.024 4776.790
4365 55.001 4761.690
4455 56.001 4773.087
4532 57.001 4770.409
4608 58.090 4759.490
4678 59.001 4757.171
4766 60.001 4765.890
