81 1.007 4826.346
165 2.007 4932.957
246 3.007 4908.736
325 4.007 4866.713
411 5.000 4931.994
489 6.007 4884.484
568 7.007 4863.888
648 8.007 4855.937
738 9.007 4916.347
816 10.022 4885.025
883 11.007 4813.362
965 12.007 4822.307
1053 13.007 4857.547
1130 14.007 4840.566
1210 15.006 4837.921
1295 16.029 4847.566
1368 17.006 4826.421
1450 18.006 4831.622
1531 19.006 4833.129
1606 20.006 4816.484
1687 21.006 4818.552
1764 22.006 4809.544
1807 23.006 4712.625
1891 24.017 4724.101
1964 25.006 4712.429
2046 26.006 4720.417
2130 27.006 4732.248
2205 28.006 4723.986
2284 29.028 4720.915
2359 30.006 4717.060
2449 31.006 4739.081
2523 32.006 4729.754
2592 33.006 4711.888
2672 34.006 4714.474
2759 35.006 4728.920
2837 36.006 4727.564
2918 37.006 4731.146
3001 38.006 4737.713
3083 39.017 4741.036
3163 40.006 4743.829
3244 41.006 4746.659
3331 42.006 4757.943
3413 43.006 4761.709
3490 44.006 4758.494
3571 45.006 4760.732
3661 46.006 4774.645
3741 47.017 4774.060
3811 48.005 4763.204
3892 49.005 4765.189
3978 50.005 4773.085
4057 51.005 4772.441
4138 52.005 4774.134
4222 53.005 4779.145
4302 54.005 4779.524
4377 55.005 4774.447
4453 56.005 4770.629
4542 57.005 4780.617
4614 58.005 4772.682
4684 59.138 4752.245
4753 60.005 4752.606
